MSN,YYYYMM,Value_x,Column_Order,Description,Unit,Month,Date,Value_y,c_v,Anomaly
SOTCBUS,199003,0.004489,8,Solar Energy Consumption,Quadrillion Btu,3,1990-03-01,44.74,7.077777778,3.24
WYTCBUS,199003,0.000837,9,Wind Energy Consumption,Quadrillion Btu,3,1990-03-01,44.74,7.077777778,3.24
BMTCBUS,199003,0.244248,10,Biomass Energy Consumption,Quadrillion Btu,3,1990-03-01,44.74,7.077777778,3.24
RETCBUS,199003,0.353956,11,Total Renewable Energy Consumption,Quadrillion Btu,3,1990-03-01,44.74,7.077777778,3.24
TETCBUS,199003,7.091285,12,Total Primary Energy Consumption,Quadrillion Btu,3,1990-03-01,44.74,7.077777778,3.24
CLTCBUS,199004,1.449803,1,Coal Consumption,Quadrillion Btu,4,1990-04-01,52.5,11.38888889,1.46
NNTCBUS,199004,1.668133,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,4,1990-04-01,52.5,11.38888889,1.46
PMTCBUS,199004,2.714167,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,4,1990-04-01,52.5,11.38888889,1.46
FFTCBUS,199004,5.83131,4,Total Fossil Fuels Consumption,Quadrillion Btu,4,1990-04-01,52.5,11.38888889,1.46
NUETBUS,199004,0.407576,5,Nuclear Electric Power Consumption,Quadrillion Btu,4,1990-04-01,52.5,11.38888889,1.46
HVTCBUS,199004,0.090589,6,Hydroelectric Power Consumption,Quadrillion Btu,4,1990-04-01,52.5,11.38888889,1.46
GETCBUS,199004,0.004526,7,Geothermal Energy Consumption,Quadrillion Btu,4,1990-04-01,52.5,11.38888889,1.46
SOTCBUS,199004,0.004946,8,Solar Energy Consumption,Quadrillion Btu,4,1990-04-01,52.5,11.38888889,1.46
WYTCBUS,199004,0.001434,9,Wind Energy Consumption,Quadrillion Btu,4,1990-04-01,52.5,11.38888889,1.46
BMTCBUS,199004,0.23264,10,Biomass Energy Consumption,Quadrillion Btu,4,1990-04-01,52.5,11.38888889,1.46
RETCBUS,199004,0.334136,11,Total Renewable Energy Consumption,Quadrillion Btu,4,1990-04-01,52.5,11.38888889,1.46
TETCBUS,199004,6.571535,12,Total Primary Energy Consumption,Quadrillion Btu,4,1990-04-01,52.5,11.38888889,1.46
CLTCBUS,199005,1.477073,1,Coal Consumption,Quadrillion Btu,5,1990-05-01,58.86,14.92222222,-1.33
NNTCBUS,199005,1.452612,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,5,1990-05-01,58.86,14.92222222,-1.33
PMTCBUS,199005,2.837106,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,5,1990-05-01,58.86,14.92222222,-1.33
FFTCBUS,199005,5.766968,4,Total Fossil Fuels Consumption,Quadrillion Btu,5,1990-05-01,58.86,14.92222222,-1.33
NUETBUS,199005,0.454445,5,Nuclear Electric Power Consumption,Quadrillion Btu,5,1990-05-01,58.86,14.92222222,-1.33
HVTCBUS,199005,0.095753,6,Hydroelectric Power Consumption,Quadrillion Btu,5,1990-05-01,58.86,14.92222222,-1.33
GETCBUS,199005,0.00522,7,Geothermal Energy Consumption,Quadrillion Btu,5,1990-05-01,58.86,14.92222222,-1.33
SOTCBUS,199005,0.005515,8,Solar Energy Consumption,Quadrillion Btu,5,1990-05-01,58.86,14.92222222,-1.33
WYTCBUS,199005,0.001195,9,Wind Energy Consumption,Quadrillion Btu,5,1990-05-01,58.86,14.92222222,-1.33
BMTCBUS,199005,0.210108,10,Biomass Energy Consumption,Quadrillion Btu,5,1990-05-01,58.86,14.92222222,-1.33
RETCBUS,199005,0.317791,11,Total Renewable Energy Consumption,Quadrillion Btu,5,1990-05-01,58.86,14.92222222,-1.33
TETCBUS,199005,6.538152,12,Total Primary Energy Consumption,Quadrillion Btu,5,1990-05-01,58.86,14.92222222,-1.33
CLTCBUS,199006,1.604918,1,Coal Consumption,Quadrillion Btu,6,1990-06-01,70.21,21.22777778,1.74
NNTCBUS,199006,1.350899,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,6,1990-06-01,70.21,21.22777778,1.74
PMTCBUS,199006,2.806675,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,6,1990-06-01,70.21,21.22777778,1.74
FFTCBUS,199006,5.763212,4,Total Fossil Fuels Consumption,Quadrillion Btu,6,1990-06-01,70.21,21.22777778,1.74
NUETBUS,199006,0.490288,5,Nuclear Electric Power Consumption,Quadrillion Btu,6,1990-06-01,70.21,21.22777778,1.74
HVTCBUS,199006,0.098444,6,Hydroelectric Power Consumption,Quadrillion Btu,6,1990-06-01,70.21,21.22777778,1.74
GETCBUS,199006,0.005368,7,Geothermal Energy Consumption,Quadrillion Btu,6,1990-06-01,70.21,21.22777778,1.74
SOTCBUS,199006,0.005534,8,Solar Energy Consumption,Quadrillion Btu,6,1990-06-01,70.21,21.22777778,1.74
WYTCBUS,199006,0.001387,9,Wind Energy Consumption,Quadrillion Btu,6,1990-06-01,70.21,21.22777778,1.74
BMTCBUS,199006,0.178544,10,Biomass Energy Consumption,Quadrillion Btu,6,1990-06-01,70.21,21.22777778,1.74
RETCBUS,199006,0.289276,11,Total Renewable Energy Consumption,Quadrillion Btu,6,1990-06-01,70.21,21.22777778,1.74
TETCBUS,199006,6.541956,12,Total Primary Energy Consumption,Quadrillion Btu,6,1990-06-01,70.21,21.22777778,1.74
CLTCBUS,199007,1.740572,1,Coal Consumption,Quadrillion Btu,7,1990-07-01,73.24,22.91111111,-0.35
NNTCBUS,199007,1.341798,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,7,1990-07-01,73.24,22.91111111,-0.35
PMTCBUS,199007,2.876087,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,7,1990-07-01,73.24,22.91111111,-0.35
FFTCBUS,199007,5.961692,4,Total Fossil Fuels Consumption,Quadrillion Btu,7,1990-07-01,73.24,22.91111111,-0.35
NUETBUS,199007,0.567668,5,Nuclear Electric Power Consumption,Quadrillion Btu,7,1990-07-01,73.24,22.91111111,-0.35
HVTCBUS,199007,0.08449,6,Hydroelectric Power Consumption,Quadrillion Btu,7,1990-07-01,73.24,22.91111111,-0.35
GETCBUS,199007,0.00543,7,Geothermal Energy Consumption,Quadrillion Btu,7,1990-07-01,73.24,22.91111111,-0.35
SOTCBUS,199007,0.005832,8,Solar Energy Consumption,Quadrillion Btu,7,1990-07-01,73.24,22.91111111,-0.35
WYTCBUS,199007,0.000406,9,Wind Energy Consumption,Quadrillion Btu,7,1990-07-01,73.24,22.91111111,-0.35
BMTCBUS,199007,0.219713,10,Biomass Energy Consumption,Quadrillion Btu,7,1990-07-01,73.24,22.91111111,-0.35
RETCBUS,199007,0.315872,11,Total Renewable Energy Consumption,Quadrillion Btu,7,1990-07-01,73.24,22.91111111,-0.35
TETCBUS,199007,6.848607,12,Total Primary Energy Consumption,Quadrillion Btu,7,1990-07-01,73.24,22.91111111,-0.35
CLTCBUS,199008,1.776442,1,Coal Consumption,Quadrillion Btu,8,1990-08-01,72.25,22.36111111,0.17
NNTCBUS,199008,1.372602,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,8,1990-08-01,72.25,22.36111111,0.17
PMTCBUS,199008,3.040655,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,8,1990-08-01,72.25,22.36111111,0.17
FFTCBUS,199008,6.188925,4,Total Fossil Fuels Consumption,Quadrillion Btu,8,1990-08-01,72.25,22.36111111,0.17
NUETBUS,199008,0.590033,5,Nuclear Electric Power Consumption,Quadrillion Btu,8,1990-08-01,72.25,22.36111111,0.17
HVTCBUS,199008,0.075559,6,Hydroelectric Power Consumption,Quadrillion Btu,8,1990-08-01,72.25,22.36111111,0.17
GETCBUS,199008,0.005369,7,Geothermal Energy Consumption,Quadrillion Btu,8,1990-08-01,72.25,22.36111111,0.17
SOTCBUS,199008,0.005781,8,Solar Energy Consumption,Quadrillion Btu,8,1990-08-01,72.25,22.36111111,0.17
WYTCBUS,199008,0.000239,9,Wind Energy Consumption,Quadrillion Btu,8,1990-08-01,72.25,22.36111111,0.17
BMTCBUS,199008,0.245632,10,Biomass Energy Consumption,Quadrillion Btu,8,1990-08-01,72.25,22.36111111,0.17
RETCBUS,199008,0.33258,11,Total Renewable Energy Consumption,Quadrillion Btu,8,1990-08-01,72.25,22.36111111,0.17
TETCBUS,199008,7.114287,12,Total Primary Energy Consumption,Quadrillion Btu,8,1990-08-01,72.25,22.36111111,0.17
CLTCBUS,199009,1.639972,1,Coal Consumption,Quadrillion Btu,9,1990-09-01,67.33,19.62777778,2.49
NNTCBUS,199009,1.333192,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,9,1990-09-01,67.33,19.62777778,2.49
PMTCBUS,199009,2.67668,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,9,1990-09-01,67.33,19.62777778,2.49
FFTCBUS,199009,5.650824,4,Total Fossil Fuels Consumption,Quadrillion Btu,9,1990-09-01,67.33,19.62777778,2.49
NUETBUS,199009,0.513067,5,Nuclear Electric Power Consumption,Quadrillion Btu,9,1990-09-01,67.33,19.62777778,2.49
HVTCBUS,199009,0.061422,6,Hydroelectric Power Consumption,Quadrillion Btu,9,1990-09-01,67.33,19.62777778,2.49
GETCBUS,199009,0.005072,7,Geothermal Energy Consumption,Quadrillion Btu,9,1990-09-01,67.33,19.62777778,2.49
SOTCBUS,199009,0.005228,8,Solar Energy Consumption,Quadrillion Btu,9,1990-09-01,67.33,19.62777778,2.49
WYTCBUS,199009,0.000311,9,Wind Energy Consumption,Quadrillion Btu,9,1990-09-01,67.33,19.62777778,2.49
BMTCBUS,199009,0.239932,10,Biomass Energy Consumption,Quadrillion Btu,9,1990-09-01,67.33,19.62777778,2.49
RETCBUS,199009,0.311965,11,Total Renewable Energy Consumption,Quadrillion Btu,9,1990-09-01,67.33,19.62777778,2.49
TETCBUS,199009,6.477979,12,Total Primary Energy Consumption,Quadrillion Btu,9,1990-09-01,67.33,19.62777778,2.49
CLTCBUS,199010,1.604968,1,Coal Consumption,Quadrillion Btu,10,1990-10-01,53.96,12.2,-0.14
NNTCBUS,199010,1.458073,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,10,1990-10-01,53.96,12.2,-0.14
PMTCBUS,199010,2.818935,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,10,1990-10-01,53.96,12.2,-0.14
FFTCBUS,199010,5.882538,4,Total Fossil Fuels Consumption,Quadrillion Btu,10,1990-10-01,53.96,12.2,-0.14
NUETBUS,199010,0.459207,5,Nuclear Electric Power Consumption,Quadrillion Btu,10,1990-10-01,53.96,12.2,-0.14
HVTCBUS,199010,0.066657,6,Hydroelectric Power Consumption,Quadrillion Btu,10,1990-10-01,53.96,12.2,-0.14
GETCBUS,199010,0.005305,7,Geothermal Energy Consumption,Quadrillion Btu,10,1990-10-01,53.96,12.2,-0.14
SOTCBUS,199010,0.004782,8,Solar Energy Consumption,Quadrillion Btu,10,1990-10-01,53.96,12.2,-0.14
WYTCBUS,199010,0.000693,9,Wind Energy Consumption,Quadrillion Btu,10,1990-10-01,53.96,12.2,-0.14
BMTCBUS,199010,0.235437,10,Biomass Energy Consumption,Quadrillion Btu,10,1990-10-01,53.96,12.2,-0.14
RETCBUS,199010,0.312873,11,Total Renewable Energy Consumption,Quadrillion Btu,10,1990-10-01,53.96,12.2,-0.14
TETCBUS,199010,6.659672,12,Total Primary Energy Consumption,Quadrillion Btu,10,1990-10-01,53.96,12.2,-0.14
CLTCBUS,199011,1.535479,1,Coal Consumption,Quadrillion Btu,11,1990-11-01,44.92,7.177777778,3.23
NNTCBUS,199011,1.609279,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,11,1990-11-01,44.92,7.177777778,3.23
PMTCBUS,199011,2.68843,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,11,1990-11-01,44.92,7.177777778,3.23
FFTCBUS,199011,5.832145,4,Total Fossil Fuels Consumption,Quadrillion Btu,11,1990-11-01,44.92,7.177777778,3.23
NUETBUS,199011,0.476554,5,Nuclear Electric Power Consumption,Quadrillion Btu,11,1990-11-01,44.92,7.177777778,3.23
HVTCBUS,199011,0.071863,6,Hydroelectric Power Consumption,Quadrillion Btu,11,1990-11-01,44.92,7.177777778,3.23
GETCBUS,199011,0.005092,7,Geothermal Energy Consumption,Quadrillion Btu,11,1990-11-01,44.92,7.177777778,3.23
SOTCBUS,199011,0.003884,8,Solar Energy Consumption,Quadrillion Btu,11,1990-11-01,44.92,7.177777778,3.23
WYTCBUS,199011,0.000789,9,Wind Energy Consumption,Quadrillion Btu,11,1990-11-01,44.92,7.177777778,3.23
BMTCBUS,199011,0.220256,10,Biomass Energy Consumption,Quadrillion Btu,11,1990-11-01,44.92,7.177777778,3.23
RETCBUS,199011,0.301883,11,Total Renewable Energy Consumption,Quadrillion Btu,11,1990-11-01,44.92,7.177777778,3.23
TETCBUS,199011,6.614014,12,Total Primary Energy Consumption,Quadrillion Btu,11,1990-11-01,44.92,7.177777778,3.23
CLTCBUS,199012,1.697532,1,Coal Consumption,Quadrillion Btu,12,1990-12-01,30.83,-0.65,-1.85
NNTCBUS,199012,2.024196,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,12,1990-12-01,30.83,-0.65,-1.85
PMTCBUS,199012,2.742093,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,12,1990-12-01,30.83,-0.65,-1.85
FFTCBUS,199012,6.464655,4,Total Fossil Fuels Consumption,Quadrillion Btu,12,1990-12-01,30.83,-0.65,-1.85
NUETBUS,199012,0.545839,5,Nuclear Electric Power Consumption,Quadrillion Btu,12,1990-12-01,30.83,-0.65,-1.85
HVTCBUS,199012,0.08644,6,Hydroelectric Power Consumption,Quadrillion Btu,12,1990-12-01,30.83,-0.65,-1.85
GETCBUS,199012,0.005394,7,Geothermal Energy Consumption,Quadrillion Btu,12,1990-12-01,30.83,-0.65,-1.85
SOTCBUS,199012,0.0037,8,Solar Energy Consumption,Quadrillion Btu,12,1990-12-01,30.83,-0.65,-1.85
WYTCBUS,199012,0.000406,9,Wind Energy Consumption,Quadrillion Btu,12,1990-12-01,30.83,-0.65,-1.85
BMTCBUS,199012,0.245644,10,Biomass Energy Consumption,Quadrillion Btu,12,1990-12-01,30.83,-0.65,-1.85
RETCBUS,199012,0.341584,11,Total Renewable Energy Consumption,Quadrillion Btu,12,1990-12-01,30.83,-0.65,-1.85
TETCBUS,199012,7.354936,12,Total Primary Energy Consumption,Quadrillion Btu,12,1990-12-01,30.83,-0.65,-1.85
CLTCBUS,199101,1.748968,1,Coal Consumption,Quadrillion Btu,1,1991-01-01,29.5,-1.388888889,-0.62
NNTCBUS,199101,2.389278,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,1,1991-01-01,29.5,-1.388888889,-0.62
PMTCBUS,199101,2.79138,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,1,1991-01-01,29.5,-1.388888889,-0.62
FFTCBUS,199101,6.931248,4,Total Fossil Fuels Consumption,Quadrillion Btu,1,1991-01-01,29.5,-1.388888889,-0.62
NUETBUS,199101,0.570005,5,Nuclear Electric Power Consumption,Quadrillion Btu,1,1991-01-01,29.5,-1.388888889,-0.62
HVTCBUS,199101,0.091732,6,Hydroelectric Power Consumption,Quadrillion Btu,1,1991-01-01,29.5,-1.388888889,-0.62
GETCBUS,199101,0.005679,7,Geothermal Energy Consumption,Quadrillion Btu,1,1991-01-01,29.5,-1.388888889,-0.62
SOTCBUS,199101,0.003125,8,Solar Energy Consumption,Quadrillion Btu,1,1991-01-01,29.5,-1.388888889,-0.62
WYTCBUS,199101,0.000212,9,Wind Energy Consumption,Quadrillion Btu,1,1991-01-01,29.5,-1.388888889,-0.62
BMTCBUS,199101,0.269531,10,Biomass Energy Consumption,Quadrillion Btu,1,1991-01-01,29.5,-1.388888889,-0.62
RETCBUS,199101,0.370278,11,Total Renewable Energy Consumption,Quadrillion Btu,1,1991-01-01,29.5,-1.388888889,-0.62
TETCBUS,199101,7.874721,12,Total Primary Energy Consumption,Quadrillion Btu,1,1991-01-01,29.5,-1.388888889,-0.62
CLTCBUS,199102,1.460729,1,Coal Consumption,Quadrillion Btu,2,1991-02-01,39.81,4.338888889,5.99
NNTCBUS,199102,1.987785,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,2,1991-02-01,39.81,4.338888889,5.99
PMTCBUS,199102,2.44256,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,2,1991-02-01,39.81,4.338888889,5.99
FFTCBUS,199102,5.892879,4,Total Fossil Fuels Consumption,Quadrillion Btu,2,1991-02-01,39.81,4.338888889,5.99
NUETBUS,199102,0.501792,5,Nuclear Electric Power Consumption,Quadrillion Btu,2,1991-02-01,39.81,4.338888889,5.99
HVTCBUS,199102,0.078638,6,Hydroelectric Power Consumption,Quadrillion Btu,2,1991-02-01,39.81,4.338888889,5.99
GETCBUS,199102,0.004981,7,Geothermal Energy Consumption,Quadrillion Btu,2,1991-02-01,39.81,4.338888889,5.99
SOTCBUS,199102,0.003369,8,Solar Energy Consumption,Quadrillion Btu,2,1991-02-01,39.81,4.338888889,5.99
WYTCBUS,199102,0.000989,9,Wind Energy Consumption,Quadrillion Btu,2,1991-02-01,39.81,4.338888889,5.99
BMTCBUS,199102,0.204535,10,Biomass Energy Consumption,Quadrillion Btu,2,1991-02-01,39.81,4.338888889,5.99
RETCBUS,199102,0.292511,11,Total Renewable Energy Consumption,Quadrillion Btu,2,1991-02-01,39.81,4.338888889,5.99
TETCBUS,199102,6.689547,12,Total Primary Energy Consumption,Quadrillion Btu,2,1991-02-01,39.81,4.338888889,5.99
CLTCBUS,199103,1.480065,1,Coal Consumption,Quadrillion Btu,3,1991-03-01,43.32,6.288888889,1.82
NNTCBUS,199103,1.921539,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,3,1991-03-01,43.32,6.288888889,1.82
PMTCBUS,199103,2.697918,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,3,1991-03-01,43.32,6.288888889,1.82
FFTCBUS,199103,6.101053,4,Total Fossil Fuels Consumption,Quadrillion Btu,3,1991-03-01,43.32,6.288888889,1.82
NUETBUS,199103,0.514987,5,Nuclear Electric Power Consumption,Quadrillion Btu,3,1991-03-01,43.32,6.288888889,1.82
HVTCBUS,199103,0.092384,6,Hydroelectric Power Consumption,Quadrillion Btu,3,1991-03-01,43.32,6.288888889,1.82
GETCBUS,199103,0.005658,7,Geothermal Energy Consumption,Quadrillion Btu,3,1991-03-01,43.32,6.288888889,1.82
SOTCBUS,199103,0.004561,8,Solar Energy Consumption,Quadrillion Btu,3,1991-03-01,43.32,6.288888889,1.82
WYTCBUS,199103,0.000707,9,Wind Energy Consumption,Quadrillion Btu,3,1991-03-01,43.32,6.288888889,1.82
BMTCBUS,199103,0.214374,10,Biomass Energy Consumption,Quadrillion Btu,3,1991-03-01,43.32,6.288888889,1.82
RETCBUS,199103,0.317683,11,Total Renewable Energy Consumption,Quadrillion Btu,3,1991-03-01,43.32,6.288888889,1.82
TETCBUS,199103,6.937734,12,Total Primary Energy Consumption,Quadrillion Btu,3,1991-03-01,43.32,6.288888889,1.82
CLTCBUS,199104,1.37316,1,Coal Consumption,Quadrillion Btu,4,1991-04-01,52.52,11.4,1.48
NNTCBUS,199104,1.620823,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,4,1991-04-01,52.52,11.4,1.48
PMTCBUS,199104,2.607969,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,4,1991-04-01,52.52,11.4,1.48
FFTCBUS,199104,5.602625,4,Total Fossil Fuels Consumption,Quadrillion Btu,4,1991-04-01,52.52,11.4,1.48
NUETBUS,199104,0.43646,5,Nuclear Electric Power Consumption,Quadrillion Btu,4,1991-04-01,52.52,11.4,1.48
HVTCBUS,199104,0.091874,6,Hydroelectric Power Consumption,Quadrillion Btu,4,1991-04-01,52.52,11.4,1.48
GETCBUS,199104,0.005144,7,Geothermal Energy Consumption,Quadrillion Btu,4,1991-04-01,52.52,11.4,1.48
SOTCBUS,199104,0.005026,8,Solar Energy Consumption,Quadrillion Btu,4,1991-04-01,52.52,11.4,1.48
WYTCBUS,199104,0.000813,9,Wind Energy Consumption,Quadrillion Btu,4,1991-04-01,52.52,11.4,1.48
BMTCBUS,199104,0.190452,10,Biomass Energy Consumption,Quadrillion Btu,4,1991-04-01,52.52,11.4,1.48
RETCBUS,199104,0.293309,11,Total Renewable Energy Consumption,Quadrillion Btu,4,1991-04-01,52.52,11.4,1.48
TETCBUS,199104,6.336924,12,Total Primary Energy Consumption,Quadrillion Btu,4,1991-04-01,52.52,11.4,1.48
CLTCBUS,199105,1.497435,1,Coal Consumption,Quadrillion Btu,5,1991-05-01,61.95,16.63888889,1.76
NNTCBUS,199105,1.416318,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,5,1991-05-01,61.95,16.63888889,1.76
PMTCBUS,199105,2.704182,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,5,1991-05-01,61.95,16.63888889,1.76
FFTCBUS,199105,5.618474,4,Total Fossil Fuels Consumption,Quadrillion Btu,5,1991-05-01,61.95,16.63888889,1.76
NUETBUS,199105,0.490175,5,Nuclear Electric Power Consumption,Quadrillion Btu,5,1991-05-01,61.95,16.63888889,1.76
HVTCBUS,199105,0.101296,6,Hydroelectric Power Consumption,Quadrillion Btu,5,1991-05-01,61.95,16.63888889,1.76
GETCBUS,199105,0.00527,7,Geothermal Energy Consumption,Quadrillion Btu,5,1991-05-01,61.95,16.63888889,1.76
SOTCBUS,199105,0.005739,8,Solar Energy Consumption,Quadrillion Btu,5,1991-05-01,61.95,16.63888889,1.76
WYTCBUS,199105,0.001237,9,Wind Energy Consumption,Quadrillion Btu,5,1991-05-01,61.95,16.63888889,1.76
BMTCBUS,199105,0.206579,10,Biomass Energy Consumption,Quadrillion Btu,5,1991-05-01,61.95,16.63888889,1.76
RETCBUS,199105,0.32012,11,Total Renewable Energy Consumption,Quadrillion Btu,5,1991-05-01,61.95,16.63888889,1.76
TETCBUS,199105,6.434275,12,Total Primary Energy Consumption,Quadrillion Btu,5,1991-05-01,61.95,16.63888889,1.76
CLTCBUS,199106,1.596278,1,Coal Consumption,Quadrillion Btu,6,1991-06-01,69.04,20.57777778,0.57
NNTCBUS,199106,1.277489,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,6,1991-06-01,69.04,20.57777778,0.57
PMTCBUS,199106,2.74008,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,6,1991-06-01,69.04,20.57777778,0.57
FFTCBUS,199106,5.612394,4,Total Fossil Fuels Consumption,Quadrillion Btu,6,1991-06-01,69.04,20.57777778,0.57
NUETBUS,199106,0.568322,5,Nuclear Electric Power Consumption,Quadrillion Btu,6,1991-06-01,69.04,20.57777778,0.57
HVTCBUS,199106,0.091854,6,Hydroelectric Power Consumption,Quadrillion Btu,6,1991-06-01,69.04,20.57777778,0.57
GETCBUS,199106,0.005528,7,Geothermal Energy Consumption,Quadrillion Btu,6,1991-06-01,69.04,20.57777778,0.57
SOTCBUS,199106,0.005803,8,Solar Energy Consumption,Quadrillion Btu,6,1991-06-01,69.04,20.57777778,0.57
WYTCBUS,199106,0.00053,9,Wind Energy Consumption,Quadrillion Btu,6,1991-06-01,69.04,20.57777778,0.57
BMTCBUS,199106,0.209721,10,Biomass Energy Consumption,Quadrillion Btu,6,1991-06-01,69.04,20.57777778,0.57
RETCBUS,199106,0.313437,11,Total Renewable Energy Consumption,Quadrillion Btu,6,1991-06-01,69.04,20.57777778,0.57
TETCBUS,199106,6.497763,12,Total Primary Energy Consumption,Quadrillion Btu,6,1991-06-01,69.04,20.57777778,0.57
CLTCBUS,199107,1.738203,1,Coal Consumption,Quadrillion Btu,7,1991-07-01,73.87,23.26111111,0.28
NNTCBUS,199107,1.377051,2,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Quadrillion Btu,7,1991-07-01,73.87,23.26111111,0.28
PMTCBUS,199107,2.837241,3,Petroleum Consumption (Excluding Biofuels),Quadrillion Btu,7,1991-07-01,73.87,23.26111111,0.28
FFTCBUS,199107,5.955334,4,Total Fossil Fuels Consumption,Quadrillion Btu,7,1991-07-01,73.87,23.26111111,0.28
NUETBUS,199107,0.636742,5,Nuclear Electric Power Consumption,Quadrillion Btu,7,1991-07-01,73.87,23.26111111,0.28
HVTCBUS,199107,0.086984,6,Hydroelectric Power Consumption,Quadrillion Btu,7,1991-07-01,73.87,23.26111111,0.28
